company_name,company_name_normalized,source,url_found,url_normalized,domain_normalized,date_discovered,result_type,website_status,page_title,russia_relevant,tile_relevant,company_type,verification_status,verification_source,verification_date,data_confidence,verification_notes,business_email,email_status,email_source_url,business_phone,phone_status,phone_source_url,whatsapp,whatsapp_status,whatsapp_source_url,contact_person,contact_person_status,designation,decision_maker_source_url,linkedin,linkedin_status,vk,vk_status,telegram,telegram_status,social_source_url,contact_quality_score
Топ 10 российских компаний по производству ...,топ 10 российских компаний по производству,SerpApi | дистрибьютор плитки Россия,https://kirovstroysnab.ru/articles/reyting/top-10-rossiyskikh-kompaniy-po-proizvodstvu-keramogranita-v-2023/,https://kirovstroysnab.ru/articles/reyting/top-10-rossiyskikh-kompaniy-po-proizvodstvu-keramogranita-v-2023,kirovstroysnab.ru,2026-08-16T20:49:52,UNKNOWN,ACTIVE,Топ 10 российских компаний по производству керамогранита в 2023 - рейтинг от «Центр Керамики»,YES,YES,SHOWROOM,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,sale@kirovstroysnab.ru,FOUND,https://kirovstroysnab.ru/articles/reyting/top-10-rossiyskikh-kompaniy-po-proizvodstvu-keramogranita-v-2023/,,NOT_FOUND,,,NOT_FOUND,,Пестова Александра Викторовича,FOUND,CEO / General Director,https://kirovstroysnab.ru/about/reviews/,,NOT_FOUND,https://vk.com/centrceramic,FOUND,,NOT_FOUND,https://kirovstroysnab.ru/articles/reyting/top-10-rossiyskikh-kompaniy-po-proizvodstvu-keramogranita-v-2023/,MEDIUM
Home,home,SerpApi | tile distributor Russia,http://investceramic.ru/home-en,https://investceramic.ru/home-en,investceramic.ru,2026-08-16T20:50:07,COMPANY,ACTIVE,Home,YES,YES,DISTRIBUTOR,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,info@investceramic.ru,FOUND,http://investceramic.ru/home-en,+78002503590,FOUND,http://investceramic.ru/home-en,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,,NOT_FOUND,,NOT_FOUND,,MEDIUM
Официальный дилер завода керамической плитки TUBADZIN,официальный дилер завода керамической плитки tubadzin,SerpApi | дистрибьютор плитки Россия; SerpApi | импортер плитки Россия,https://tubadzin.ru/,https://tubadzin.ru,tubadzin.ru,2026-08-16T20:49:46,COMPANY,ACTIVE,Официальный дилер завода керамической плитки TUBADZIN,YES,YES,DISTRIBUTOR,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,mail@tubadzin.ru,FOUND,https://tubadzin.ru/,+78007079880,FOUND,https://tubadzin.ru/,+79857659819,FOUND,https://tubadzin.ru/address,,NOT_FOUND,,,,NOT_FOUND,https://vk.com/tubadzinofficial,FOUND,,NOT_FOUND,https://tubadzin.ru/,MEDIUM
Estima,estima,Manual Trade Research | MosBuild Exhibitor List,https://estima.ru,https://estima.ru,estima.ru,2026-08-16T20:52:46,COMPANY,ACTIVE,Estima - производитель керамогранита | Официальный сайт производителя напольной и настенной плитки из керамогранита,YES,YES,SHOWROOM,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,logistikkursk@skvirel-group.ru,FOUND,https://estima.ru,+74957756040,FOUND,https://estima.ru,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,https://vk.com/estimaceramica,FOUND,https://t.me/estimasmr,FOUND,https://estima.ru,MEDIUM
Tile Oliva Ceramic Buy in Moscow,tile oliva ceramic buy in moscow,SerpApi | porcelain tile wholesaler Moscow,https://www.lineceramic.ru/en/hand-made-ceramic-tiles/oliva-tile-clone/?srsltid=AfmBOooO80_vfTsT8KPQsPiOB3u9M94DRgFp5ybKf1fVK0UY8PL-0zmH,https://lineceramic.ru/en/hand-made-ceramic-tiles/oliva-tile-clone,lineceramic.ru,2026-08-16T20:50:16,UNKNOWN,ACTIVE,Tile Oliva Ceramic Buy in Moscow,YES,YES,MANUFACTURER,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,sales@lineceramic.ru,FOUND,https://www.lineceramic.ru/en/hand-made-ceramic-tiles/oliva-tile-clone/?srsltid=AfmBOooO80_vfTsT8KPQsPiOB3u9M94DRgFp5ybKf1fVK0UY8PL-0zmH,+79043558800,FOUND,https://www.lineceramic.ru/en/hand-made-ceramic-tiles/oliva-tile-clone/?srsltid=AfmBOooO80_vfTsT8KPQsPiOB3u9M94DRgFp5ybKf1fVK0UY8PL-0zmH,,NOT_FOUND,,General Director,FOUND,CEO / General Director,https://www.lineceramic.ru/en/about-us/,,NOT_FOUND,,NOT_FOUND,,NOT_FOUND,,HIGH
Laparet: керамическая плитка и керамогранит от ...,laparet керамическая плитка и керамогранит от,SerpApi | импортер плитки Россия,https://laparet.ru/,https://laparet.ru,laparet.ru,2026-08-16T20:49:46,COMPANY,ACTIVE,Laparet: керамическая плитка и керамогранит от производителя,YES,YES,SHOWROOM,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,info@laparet.ru,FOUND,https://laparet.ru/,+78005507899,FOUND,https://laparet.ru/,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,,NOT_FOUND,https://t.me/laparet_official,FOUND,https://laparet.ru/,MEDIUM
Cersanit Russia,cersanit russia,Manual Trade Research | MosBuild Exhibitor List,https://cersanit.ru,https://cersanit.ru,cersanit.ru,2026-08-16T20:52:46,COMPANY,ACTIVE,Cersanit - Официальный сайт производителя керамической плитки и сантехники в России,YES,YES,WHOLESALER,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,report@cersanit.ru,FOUND,https://cersanit.ru,+79150602036,FOUND,https://cersanit.ru,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,https://vk.com/cersanit_russia,FOUND,https://t.me/cersanit_russia,FOUND,https://cersanit.ru,MEDIUM
ТЕССЕР (Tesser),тессер tesser,Manual Trade Research | MosBuild Exhibitor List,https://tesser.ru,https://tesser.ru,tesser.ru,2026-08-16T20:52:46,COMPANY,ACTIVE,,YES,YES,WHOLESALER,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,info@tesser.ru,FOUND,https://tesser.ru,+74954119977,FOUND,https://tesser.ru,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,,NOT_FOUND,,NOT_FOUND,,MEDIUM
Gracia Ceramica,gracia ceramica,Manual Trade Research | MosBuild Exhibitor List,https://graciaceramica.com,https://graciaceramica.com,graciaceramica.com,2026-08-16T20:52:46,COMPANY,ACTIVE,Керамическая плитка и керамогранит для индивидуальных дизайнов бренда Gracia Ceramica,YES,YES,SHOWROOM,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,info@graciaceramica.com,FOUND,https://graciaceramica.com,+78636269456,FOUND,https://graciaceramica.com,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,https://vk.com/gracia_ceramica/,FOUND,https://t.me/+DeR64X7uE6gwYzQy,FOUND,https://graciaceramica.com,MEDIUM
Creto,creto,Manual Trade Research | MosBuild Exhibitor List,https://creto.ru,https://creto.ru,creto.ru,2026-08-16T20:52:46,COMPANY,ACTIVE,Сreto.ru - Официальный сайт CRETO в России,YES,YES,COMPANY,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,shop@creto.ru,FOUND,https://creto.ru,+74950858220,FOUND,https://creto.ru,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,https://m.vk.com/public184585020,FOUND,,NOT_FOUND,https://creto.ru,MEDIUM
Союз Керамика (Soyuz Ceramica),союз керамика soyuz ceramica,Manual Trade Research | MosBuild Exhibitor List,https://soyuzceramica.ru,https://soyuzceramica.ru,soyuzceramica.ru,2026-08-16T20:52:46,COMPANY,ACTIVE,Официальный сайт дистрибьютора Kerama Marazzi | Интернет-магазин Керама Марацци - Союз Керамика,YES,YES,DISTRIBUTOR,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,shop@soyuzceramica.ru,FOUND,https://soyuzceramica.ru,+74951179717,FOUND,https://soyuzceramica.ru,+79688337208,FOUND,https://soyuzceramica.ru/personal/cart/,,NOT_FOUND,,,,NOT_FOUND,https://vk.com/keramamarazzimsk,FOUND,https://t.me/soyuzceramica,FOUND,https://soyuzceramica.ru,MEDIUM
Керамогранит оптом от производителя купить в Санкт ...,керамогранит оптом от производителя купить в санкт,SerpApi | керамическая плитка оптом Санкт-Петербург,https://www.c-s-g.ru/keramogranit/sankt-peterburg,https://c-s-g.ru/keramogranit/sankt-peterburg,c-s-g.ru,2026-08-16T20:49:41,UNKNOWN,ACTIVE,Керамогранит оптом от производителя купить в Санкт-Петербурге,YES,YES,IMPORTER,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,granite-tile@c-s-g.ru,FOUND,https://www.c-s-g.ru/keramogranit/sankt-peterburg,+74997027004,FOUND,https://www.c-s-g.ru/keramogranit/sankt-peterburg,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,,NOT_FOUND,https://t.me/ByAzarova,FOUND,https://www.c-s-g.ru/keramogranit/sankt-peterburg,MEDIUM
"Top 185+ Best Ceramic Tiles Dealer In Moscow, Russia",top 75 best tiles shop dealer importer in st petersburg,SerpApi | ceramic tile importer Russia; SerpApi | ceramic tile wholesaler Russia; SerpApi | porcelain tile importer Russia; SerpApi | porcelain tile wholesaler Moscow; SerpApi | tile importer Russia,https://pvrmines.com/tiles-in-saint-petersburg/,https://pvrmines.com/tiles-in-saint-petersburg,pvrmines.com,2026-08-16T20:49:55,COMPANY,ACTIVE,"Top 75+ Best Tiles Shop, Dealer, Importer in St. Petersburg, Russia",YES,YES,DISTRIBUTOR,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,,NOT_FOUND,,+78124082968,FOUND,https://pvrmines.com/tiles-in-saint-petersburg/,,NOT_FOUND,,,NOT_FOUND,,,https://www.linkedin.com/company/starkmineral,FOUND,,NOT_FOUND,,NOT_FOUND,https://pvrmines.com/tiles-in-saint-petersburg/,MEDIUM
Onetouch Ceramica,onetouch ceramica,Manual Trade Research | MosBuild Exhibitor List,https://onetouchceramica.ru,https://onetouchceramica.ru,onetouchceramica.ru,2026-08-16T20:52:46,COMPANY,ACTIVE,One Touch,YES,YES,IMPORTER,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,onetouchceramica@mail.ru,FOUND,https://onetouchceramica.ru,,NOT_FOUND,,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,,NOT_FOUND,,NOT_FOUND,,MEDIUM
"Collab Opportunity for Tile Retailers, Builders & Architects ...",collab opportunity for tile retailers builders architects,SerpApi | tile distributor Russia,https://www.ramirro.com/collaboration-opportunity-for-tile-retailers-builders-architects-in-russia-premium-porcelain-ceramic-tiles/,https://ramirro.com/collaboration-opportunity-for-tile-retailers-builders-architects-in-russia-premium-porcelain-ceramic-tiles,ramirro.com,2026-08-16T20:50:07,COMPANY,ACTIVE,"Collab Opportunity for Tile Retailers, Builders & Architects in Russia | Porcelain & Ceramic Tiles",YES,YES,DISTRIBUTOR,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,info@ramirro.com,FOUND,https://www.ramirro.com/collaboration-opportunity-for-tile-retailers-builders-architects-in-russia-premium-porcelain-ceramic-tiles/,,NOT_FOUND,,,NOT_FOUND,,Ramirro Ceramica,FOUND,Export Manager,https://www.ramirro.com/collaboration-opportunity-for-tile-retailers-builders-architects-in-russia-premium-porcelain-ceramic-tiles/,https://www.linkedin.com/company/ramirroceramicallp,FOUND,,NOT_FOUND,,NOT_FOUND,https://www.ramirro.com/collaboration-opportunity-for-tile-retailers-builders-architects-in-russia-premium-porcelain-ceramic-tiles/,MEDIUM
Top-Grade Ceramic and Porcelain Tile Solutions for Russia,top-grade ceramic and porcelain tile solutions for russia,SerpApi | ceramic tile importer Russia; SerpApi | ceramic tile wholesaler Russia; SerpApi | porcelain tile importer Russia; SerpApi | porcelain tile wholesaler Moscow,https://faceimpex.com/globally-presenting/top-grade-ceramic-and-porcelain-tile-solutions-for-russia/,https://faceimpex.com/globally-presenting/top-grade-ceramic-and-porcelain-tile-solutions-for-russia,faceimpex.com,2026-08-16T20:49:58,UNKNOWN,ACTIVE,Top-Grade Ceramic and Porcelain Tile Solutions for Russia,YES,YES,IMPORTER,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,info@faceimpex.com,FOUND,https://faceimpex.com/contact/,,NOT_FOUND,,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,,NOT_FOUND,,NOT_FOUND,,MEDIUM
MOSCOW,moscow,SerpApi | porcelain tile wholesaler Moscow,https://www.kourasanit.com/en/showrooms/moscow,https://kourasanit.com/en/showrooms/moscow,kourasanit.com,2026-08-16T20:50:16,UNKNOWN,ACTIVE,MOSCOW - KOURASANIT,YES,YES,SHOWROOM,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,kourasanitrussia@gmail.com,FOUND,https://www.kourasanit.com/en/showrooms/moscow,+79850788488,FOUND,https://www.kourasanit.com/en/showrooms/moscow,,NOT_FOUND,,,NOT_FOUND,,,https://www.linkedin.com/company/kourasanit,FOUND,,NOT_FOUND,,NOT_FOUND,https://www.kourasanit.com/en/showrooms/moscow,MEDIUM
Nt Ceramic,nt ceramic,Manual Trade Research | MosBuild Exhibitor List,https://ntceramic.ru,https://ntceramic.ru,ntceramic.ru,2026-08-16T20:52:46,COMPANY,ACTIVE,Керамогранит NTСeramic - официальный сайт производителя,YES,YES,SHOWROOM,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,info@ntceramic.ru,FOUND,https://ntceramic.ru,+78007002873,FOUND,https://ntceramic.ru,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,https://vk.com/nt_ceramic/,FOUND,,NOT_FOUND,https://ntceramic.ru,MEDIUM
Kerranova (Samarskiy Stroyfarfor),kerranova samarskiy stroyfarfor,Manual Trade Research | MosBuild Exhibitor List,https://kerranova.ru,https://kerranova.ru,kerranova.ru,2026-08-16T20:52:46,COMPANY,ACTIVE,Официальный сайт TM KERRANOVA: керамогранит от производителя,YES,YES,WHOLESALER,VERIFIED,Web Verification,2026-08-17,HIGH,Verified active site with matching tile and Russian relevance keywords.,info@kerranova.ru,FOUND,https://kerranova.ru,+78462334522,FOUND,https://kerranova.ru,,NOT_FOUND,,,NOT_FOUND,,,,NOT_FOUND,http://vk.com/tmkerranova,FOUND,https://t.me/TM_Kerranova,FOUND,https://kerranova.ru,MEDIUM
Поставщики плитки в России - Каталог 2026,поставщики плитки в россии - каталог 2026,SerpApi | дистрибьютор плитки Россия; SerpApi | импортер плитки Россия; SerpApi | керамическая плитка дистрибьютор Россия; SerpApi | керамическая плитка импортер Россия; SerpApi | керамогранит дистрибьютор Россия; SerpApi | керамогранит импортер Россия; SerpApi | плитка оптовая компания Россия,https://xn----7sbgyalyhqdlt6e.xn--p1ai/katalog-postavshchikov/120-plitka,https://xn----7sbgyalyhqdlt6e.xn--p1ai/katalog-postavshchikov/120-plitka,xn----7sbgyalyhqdlt6e.xn--p1ai,2026-08-16T20:39:45,DIRECTORY,ACTIVE,,NO,NO,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Купить керамическую плитку в Москве от ведущих ...,купить керамическую плитку в москве от ведущих,SerpApi | керамическая плитка дистрибьютор Россия; SerpApi | плитка импортер Москва,https://globusceramica.ru/,https://globusceramica.ru,globusceramica.ru,2026-08-16T20:49:25,COMPANY,BLOCKED,,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,HTTP 403 error returned.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Керамогранит оптом - Санкт-Петербург,керамогранит оптом - санкт-петербург,SerpApi | керамическая плитка оптом Санкт-Петербург,https://spb.saturn.net/catalog/keramogranit/tag-optom/,https://spb.saturn.net/catalog/keramogranit/tag-optom,spb.saturn.net,2026-08-16T20:49:41,PRODUCT_PAGE,BLOCKED,,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,HTTP 403 error returned.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Trusted Tiles Exporter and Tiles Supplier in Russia â€“ ...,trusted tiles exporter and tiles supplier in russia â,SerpApi | ceramic tile importer Russia; SerpApi | ceramic tile wholesaler Russia; SerpApi | porcelain tile importer Russia; SerpApi | porcelain tile wholesaler Moscow; SerpApi | tile distributor Russia; SerpApi | tile importer Russia,https://neoratiles.com/blog/trusted-tiles-exporter-and-tiles-supplier-in-russia-neora-tiles,https://neoratiles.com/blog/trusted-tiles-exporter-and-tiles-supplier-in-russia-neora-tiles,neoratiles.com,2026-08-16T20:49:55,BLOG,ACTIVE,,YES,YES,UNKNOWN,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as BLOG domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Купить плитку керамическую недорого в Санкт- ...,купить плитку керамическую недорого в санкт,SerpApi | керамическая плитка оптом Санкт-Петербург,https://spb.mosplitka.ru/catalog/plitka/,https://spb.mosplitka.ru/catalog/plitka,spb.mosplitka.ru,2026-08-16T20:49:41,PRODUCT_PAGE,NOT_ACCESSIBLE,,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,HTTP 503 error returned.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
А-Керамика (A-Ceramica),a-ceramica керамогранит и плитка оптом,Manual Trade Research | MosBuild Exhibitor List; SerpApi | дистрибьютор плитки Россия; SerpApi | импортер плитки Россия; SerpApi | керамическая плитка импортер Россия; SerpApi | керамогранит дистрибьютор Россия; SerpApi | керамогранит импортер Россия; SerpApi | керамогранит оптом Москва; SerpApi | плитка импортер Москва; SerpApi | плитка оптовая компания Россия,https://a-ceramica.ru/,https://a-ceramica.ru,a-ceramica.ru,2026-08-16T20:39:45,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ReadTimeout.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Laperet,laperet,Manual Trade Research | MosBuild Exhibitor List,https://laperet.ru,https://laperet.ru,laperet.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectionError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Планета Плитки - купить керамическую плитку в салоне ...,планета плитки - купить керамическую плитку в салоне,SerpApi | керамическая плитка дистрибьютор Россия,https://planetaplitki.ru/,https://planetaplitki.ru,planetaplitki.ru,2026-08-16T20:49:25,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectTimeout.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Берёзастройматериалы (Beryoza Ceramica),березастройматериалы beryoza ceramica,Manual Trade Research | MosBuild Exhibitor List,https://bereza-ceramica.by,https://bereza-ceramica.by,bereza-ceramica.by,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectionError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Мосплитка (Mosplitka),мосплитка mosplitka,Manual Trade Research | MosBuild Exhibitor List,https://mosplitka.ru,https://mosplitka.ru,mosplitka.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,HTTP 503 error returned.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Zerde Ceramics,zerde ceramics,Manual Trade Research | MosBuild Exhibitor List,https://zerdeceramics.kz,https://zerdeceramics.kz,zerdeceramics.kz,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectionError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Plitka-Podolsk,plitka-podolsk,Manual Trade Research | Supl.biz Directory,https://plitka-podolsk.ru,https://plitka-podolsk.ru,plitka-podolsk.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectionError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Monalisa Tiles Russia,monalisa tiles russia,Manual Trade Research | MosBuild Exhibitor List,https://monalisatiles.ru,https://monalisatiles.ru,monalisatiles.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectionError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Импорт керамической плитки и керамогранита растет ...,импорт керамической плитки и керамогранита растет,SerpApi | керамогранит импортер Россия,https://vc.ru/id462272/2246238-import-keramicheskoy-plitki-i-keramogranita,https://vc.ru/id462272/2246238-import-keramicheskoy-plitki-i-keramogranita,vc.ru,2026-08-16T20:39:45,NEWS_ARTICLE,ACTIVE,,NO,YES,UNKNOWN,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as NEWS_ARTICLE domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Керамика Импорт - Керамическая плитка,керамика импорт - керамическая плитка,SerpApi | керамическая плитка импортер Россия,https://yandex.ru/maps/org/keramika_import/1045643965/,https://yandex.ru/maps/org/keramika_import/1045643965,yandex.ru,2026-08-16T20:49:16,MAP,ACTIVE,,NO,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as MAP domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
"Все поставщики керамической плитки, кафеля оптом в ...",все поставщики керамической плитки кафеля оптом в,SerpApi | дистрибьютор плитки Россия; SerpApi | импортер плитки Россия; SerpApi | керамическая плитка дистрибьютор Россия; SerpApi | керамогранит дистрибьютор Россия; SerpApi | плитка оптовая компания Россия,https://supl.biz/keramicheskaya-plitka-kafel-supplierscategory9445/,https://supl.biz/keramicheskaya-plitka-kafel-supplierscategory9445,supl.biz,2026-08-16T20:49:21,DIRECTORY,ACTIVE,,NO,NO,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Оптовая компания по продаже керамической плитки,оптовая компания по продаже керамической плитки,SerpApi | плитка оптовая компания Россия,https://2gis.ru/spb/search/%D0%9E%D0%BF%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B5%20%D0%BA%D0%B5%D1%80%D0%B0%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BF%D0%BB%D0%B8%D1%82%D0%BA%D0%B8,https://2gis.ru/spb/search/%d0%9e%d0%bf%d1%82%d0%be%d0%b2%d0%b0%d1%8f%20%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d1%8f%20%d0%bf%d0%be%20%d0%bf%d1%80%d0%be%d0%b4%d0%b0%d0%b6%d0%b5%20%d0%ba%d0%b5%d1%80%d0%b0%d0%bc%d0%b8%d1%87%d0%b5%d1%81%d0%ba%d0%be%d0%b9%20%d0%bf%d0%bb%d0%b8%d1%82%d0%ba%d0%b8,2gis.ru,2026-08-16T20:49:28,DIRECTORY,ACTIVE,,NO,NO,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
"Плитка оптом в Москве на карте: ☎ телефоны, ★ отзывы",плитка оптом в москве на карте телефоны отзывы,SerpApi | плитка импортер Москва,https://2gis.ru/moscow/search/%D0%9F%D0%BB%D0%B8%D1%82%D0%BA%D0%B0%20%D0%BE%D0%BF%D1%82%D0%BE%D0%BC/filters/subway%3D4504385655417925,https://2gis.ru/moscow/search/%d0%9f%d0%bb%d0%b8%d1%82%d0%ba%d0%b0%20%d0%be%d0%bf%d1%82%d0%be%d0%bc/filters/subway%3d4504385655417925,2gis.ru,2026-08-16T20:49:33,DIRECTORY,ACTIVE,,NO,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
"Импорт Мосплитка, склад, керамическая плитка, Москва ...",импорт мосплитка склад керамическая плитка москва,SerpApi | плитка импортер Москва,https://yandex.ru/maps/org/import_mosplitka_sklad/138030565210/,https://yandex.ru/maps/org/import_mosplitka_sklad/138030565210,yandex.ru,2026-08-16T20:49:33,MAP,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as MAP domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
