company_name,source,url_found,date_discovered,result_type,company_name_normalized,url_normalized,domain_normalized
Kerranova (Samarskiy Stroyfarfor),Manual Trade Research | MosBuild Exhibitor List,https://kerranova.ru,2026-08-16T20:52:46,COMPANY,kerranova samarskiy stroyfarfor,https://kerranova.ru,kerranova.ru
Laperet,Manual Trade Research | MosBuild Exhibitor List,https://laperet.ru,2026-08-16T20:52:46,COMPANY,laperet,https://laperet.ru,laperet.ru
Italon,Manual Trade Research | MosBuild Exhibitor List,https://italonceramica.ru,2026-08-16T20:52:46,COMPANY,italon,https://italonceramica.ru,italonceramica.ru
Cersanit Russia,Manual Trade Research | MosBuild Exhibitor List,https://cersanit.ru,2026-08-16T20:52:46,COMPANY,cersanit russia,https://cersanit.ru,cersanit.ru
Gracia Ceramica,Manual Trade Research | MosBuild Exhibitor List,https://graciaceramica.com,2026-08-16T20:52:46,COMPANY,gracia ceramica,https://graciaceramica.com,graciaceramica.com
Unitile,Manual Trade Research | MosBuild Exhibitor List,https://unitile.ru,2026-08-16T20:52:46,COMPANY,unitile,https://unitile.ru,unitile.ru
Creto,Manual Trade Research | MosBuild Exhibitor List,https://creto.ru,2026-08-16T20:52:46,COMPANY,creto,https://creto.ru,creto.ru
Global Tile,Manual Trade Research | MosBuild Exhibitor List,https://global-tile.ru,2026-08-16T20:52:46,COMPANY,global tile,https://global-tile.ru,global-tile.ru
Уральский гранит (Ural Granit),Manual Trade Research | MosBuild Exhibitor List,https://uralgranit.ru,2026-08-16T20:52:46,COMPANY,уральский гранит ural granit,https://uralgranit.ru,uralgranit.ru
Берёзастройматериалы (Beryoza Ceramica),Manual Trade Research | MosBuild Exhibitor List,https://bereza-ceramica.by,2026-08-16T20:52:46,COMPANY,березастройматериалы beryoza ceramica,https://bereza-ceramica.by,bereza-ceramica.by
Onetouch Ceramica,Manual Trade Research | MosBuild Exhibitor List,https://onetouchceramica.ru,2026-08-16T20:52:46,COMPANY,onetouch ceramica,https://onetouchceramica.ru,onetouchceramica.ru
Nt Ceramic,Manual Trade Research | MosBuild Exhibitor List,https://ntceramic.ru,2026-08-16T20:52:46,COMPANY,nt ceramic,https://ntceramic.ru,ntceramic.ru
Zerde Ceramics,Manual Trade Research | MosBuild Exhibitor List,https://zerdeceramics.kz,2026-08-16T20:52:46,COMPANY,zerde ceramics,https://zerdeceramics.kz,zerdeceramics.kz
Monalisa Tiles Russia,Manual Trade Research | MosBuild Exhibitor List,https://monalisatiles.ru,2026-08-16T20:52:46,COMPANY,monalisa tiles russia,https://monalisatiles.ru,monalisatiles.ru
Plitka-Podolsk,Manual Trade Research | Supl.biz Directory,https://plitka-podolsk.ru,2026-08-16T20:52:46,COMPANY,plitka-podolsk,https://plitka-podolsk.ru,plitka-podolsk.ru
К-Импорт (K-Import),Manual Trade Research | Supl.biz Directory,https://www.k-import.ru,2026-08-16T20:52:46,COMPANY,к-импорт k-import,https://k-import.ru,k-import.ru
Керамир (Ceramir),Manual Trade Research | Supl.biz Directory,https://ceramir.ru,2026-08-16T20:52:46,COMPANY,керамир ceramir,https://ceramir.ru,ceramir.ru
Керамогранит.ру (Keramogranit.ru),Manual Trade Research | Supl.biz Directory,https://www.keramogranit.ru,2026-08-16T20:52:46,COMPANY,керамогранит ру keramogranit ru,https://keramogranit.ru,keramogranit.ru
Cerammax,Manual Trade Research | Supl.biz Directory,https://www.cerammax.ru,2026-08-16T20:52:46,COMPANY,cerammax,https://cerammax.ru,cerammax.ru
Atlas Concorde Russia,Manual Trade Research | MosBuild Exhibitor List,https://atlasconcorde.ru,2026-08-16T20:52:46,COMPANY,atlas concorde russia,https://atlasconcorde.ru,atlasconcorde.ru
Primavera,Manual Trade Research | MosBuild Exhibitor List,https://primavera-ceramica.ru,2026-08-16T20:52:46,COMPANY,primavera,https://primavera-ceramica.ru,primavera-ceramica.ru
Ceramica Classic,Manual Trade Research | MosBuild Exhibitor List,https://ceramicaclassic.ru,2026-08-16T20:52:46,COMPANY,ceramica classic,https://ceramicaclassic.ru,ceramicaclassic.ru
Lira Ceramica,Manual Trade Research | MosBuild Exhibitor List,https://liraceramica.ru,2026-08-16T20:52:46,COMPANY,lira ceramica,https://liraceramica.ru,liraceramica.ru
